ocean,region,site_name,sample,age_group,otolith,length_um,width_um,family
Caribbean,Bocas del Toro,Punta Donato,AT14-2-4,modern_bulk,19,712.873,860.82,Gobiidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-1,modern_bulk,1,1532.788,1322.594,Gobiidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-1,modern_bulk,2,1752.247,1499.637,Gobiidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-1,modern_bulk,3,2058.285,1988.957,Gobiidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-1,modern_bulk,4,1035.491,1307.994,Gobiidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-1,modern_bulk,5,713.647,761.037,Gobiidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-1,modern_bulk,6,895.88,935.7,Gobiidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-1,modern_bulk,7,814.516,903.226,Gobiidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-1,modern_bulk,8,NA,932.46,Gobiidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-1,modern_bulk,9,1461.071,1387.19,Gobiidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-1,modern_bulk,10,867.085,944.59,Gobiidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-1,modern_bulk,11,730.053,834.7,Gobiidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-3,modern_bulk,1,689.038,810.057,Gobiidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-3,modern_bulk,2,1005.04,1178.763,Gobiidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-3,modern_bulk,3,1286.274,1215.413,Gobiidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-3,modern_bulk,4,1046.578,1292.386,Gobiidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-3,modern_bulk,5,NA,NA,Gobiidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-3,modern_bulk,6,818.022,970.594,Gobiidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-3,modern_bulk,7,1019.463,1218.703,Gobiidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-3,modern_bulk,8,1520.354,1477.59,Gobiidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-3,modern_bulk,9,989.188,1151.464,Gobiidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-3,modern_bulk,10,827.066,871.917,Gobiidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-3,modern_bulk,11,1149.184,1052.844,Gobiidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-3,modern_bulk,12,1475.415,1357.611,Gobiidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-3,modern_bulk,13,1273.607,1216.654,Gobiidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-3,modern_bulk,14,1818.898,1707.022,Gobiidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-5,modern_bulk,1,568.824,697.213,Gobiidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-5,modern_bulk,2,839.301,867.47,Gobiidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-5,modern_bulk,3,663.224,804.85,Gobiidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-5,modern_bulk,4,811.767,865.133,Gobiidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-5,modern_bulk,5,1145.105,1075.85,Gobiidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-5,modern_bulk,6,797.736,889.501,Gobiidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-5,modern_bulk,7,959.677,1088.71,Gobiidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-5,modern_bulk,8,930.155,961.022,Gobiidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-5,modern_bulk,9,1065.134,1099.857,Gobiidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-5,modern_bulk,10,802.6,876.898,Gobiidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-5,modern_bulk,11,728.951,748.802,Gobiidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-5,modern_bulk,12,749.074,824.679,Gobiidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-5,modern_bulk,13,386.761,409.274,Gobiidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-5,modern_bulk,14,570.898,690.036,Gobiidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-5,modern_bulk,15,610.199,653.229,Gobiidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-5,modern_bulk,16,NA,NA,Gobiidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-5,modern_bulk,17,494.951,558.162,Gobiidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-5,modern_bulk,18,762.376,797.994,Gobiidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-5,modern_bulk,19,624.458,695.67,Gobiidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-5,modern_bulk,20,964.187,1022.835,Gobiidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-5,modern_bulk,21,657.499,684.773,Gobiidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-5,modern_bulk,22,NA,NA,Gobiidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-5,modern_bulk,23,577.754,662.458,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-9-1,Holocene_bulk,1,1065.615,987.862,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-9-1,Holocene_bulk,2,1126.639,925.631,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-9-1,Holocene_bulk,3,885.227,995.416,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-9-1,Holocene_bulk,4,887.459,937.626,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-9-1,Holocene_bulk,5,1647.867,1694.489,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-9-1,Holocene_bulk,6,1270.475,1605.28,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-9-1,Holocene_bulk,7,1311.158,1410.606,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-9-1,Holocene_bulk,8,1290.481,1195.798,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-9-1,Holocene_bulk,9,1167.882,1338.057,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-9-1,Holocene_bulk,10,778.737,823.777,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-9-1,Holocene_bulk,11,1337.967,1511.43,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-9-1,Holocene_bulk,12,779.293,960.541,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-9-1,Holocene_bulk,13,814.605,900.67,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-9-3,Holocene_bulk,1,NA,NA,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-9-3,Holocene_bulk,2,966.264,1025.976,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-9-3,Holocene_bulk,3,881.471,1008.142,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-9-3,Holocene_bulk,4,827.383,826.867,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-9-3,Holocene_bulk,5,1018.889,1092.407,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-9-3,Holocene_bulk,6,836.374,855.792,Gobiidae
Caribbean,Bocas del Toro,Sweet Bocas SE Face,AT14-9-3,Holocene_bulk,7,1164.203,1249.916,Gobiidae
Caribbean,Bocas del Toro,STRI Point,AT12-1-1-1,modern_bulk,1,1952.221,1615.074,Cynoglossidae
Caribbean,Bocas del Toro,Sunset Point,AT12-2-1,Holocene_bulk,2,1209.287,751.281,Mugilidae
Caribbean,Bocas del Toro,Cayo Adriana,AT14-3-5,modern_bulk,3,2152.218,1211.022,Carangidae
Caribbean,Bocas del Toro,STRI Point,AT12-1-4-1,modern_bulk,4,4088.741,2057.021,Macrouridae
Caribbean,Bocas del Toro,Casa Blanca new,AT14-1-8,modern_bulk,5,3010.081,1680.108,Sphyraenidae
Caribbean,Bocas del Toro,Sunset Point,AT12-2-3,Holocene_bulk,1,1131.385,816.532,Muraenidae
Caribbean,Bocas del Toro,Punta Donato,AT14-2-5,Holocene_bulk,1,1584.029,726.147,Sphyraenidae
Caribbean,Bocas del Toro,Airport Point,AT14-4-5,modern_bulk,2,1288.249,598.068,Sphyraenidae
Caribbean,Bocas del Toro,Airport Point,AT14-4-5,modern_bulk,3,843.772,450.044,Sphyraenidae
Caribbean,Bocas del Toro,Sunset Point,AT12-2-4,Holocene_bulk,4,1119.785,708.023,Scianidae
